Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"Old Forester 1920 Prohibition Style Whiskey Row Series, 57.5%",60,57.5,91,NA,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, dark chocolate, vanilla",NA
"Bardstown Bourbon Co. Fusion Series #1 Kentucky Straight Bourbon, 49.45%",60,49.5,91,2019,Bardstown Bourbon Company,"40% 11-year-old Kentucky bourbon (74% corn, 18% rye, 8% malted barley), 18% 2-year-old Bardstown bourbon (68% corn, 20% wheat, 12% malted barley), and 42% 2-year-old Bardstown bourbon (60% corn, 36% rye, 4% malted barley)","caramel, spice, oak, vanilla, fruit",11
"Larceny Barrel Proof (Batch B522), 61.9%",60,61.9,91,2022,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, cinnamon, baking spice",7
"Barrell Foundation 5 year old Blend of Straights, 50%",60,50,91,2023,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, vanilla, oak, spice, toasted nuts",5
"Chattanooga White Port Cask Finished, 47.5%",60,47.5,91,2023,Chattanooga Whiskey,undisclosed,"fruity, sweet, caramel, wine-influenced",5
"Hard Truth 5 year old Bottled in Bond Sweet Mash Four Grain (Spring 2019 Vintage), 50%",60,50,91,2019,Hard Truth Distilling Co.,undisclosed,"caramel, vanilla, oak, spice, sweet",5
"Four Roses Single Barrel, 59.4%",61,59.4,91,NA,Four Roses Distillery,"60% corn, 35% rye, 5% malted barley","spicy, fruity, caramel, vanilla, oak",8
"Benjamin Prichard s Double Barreled Bourbon, 45%",65,45,91,NA,Prichard's Distillery,undisclosed,"caramel, oak, vanilla, spice",12
"Forged Oak 15 year old, 45.25%",65,45.2,91,2015,"Kentucky Bourbon Distillers (KBD), distilled at New Bernheim Distillery",undisclosed,"oak, caramel, vanilla, spice, dried fruit",15
"Mic Drop 4 year old Straight (Batch #L19-01), 56.1%",65,56.1,91,2023,MGP (Midwest Grain Products),"60% corn, 36% rye, 4% malted barley","spicy, caramel, oak, vanilla, cinnamon",4
"Pursuit United Blended Straight, 54%",65,54,91,2023,"Pursuit Spirits (sourced blend from multiple distilleries: Bardstown Bourbon Company, Finger Lakes Distilling, and an undisclosed Tennessee distillery)",undisclosed,"caramel, vanilla, oak, spice, fruit",5
"Penelope Toasted Barrel Strength (Batch 22-01), 57.5%",65,57.5,91,2022,Penelope Bourbon (sourced from MGP),"75% corn, 15% wheat, 7% rye, 3% malted barley","Toasted oak, vanilla, caramel, spice, brown sugar",4.5
"Judson & Moore Red Corn (Batch 007), 47%",65,47,91,NA,Judson & Moore Distillery,undisclosed,"Sweet corn, caramel, vanilla, oak, spice",NA
"Colonel E.H. Taylor Jr. Seasoned Wood, 50%",70,50,91,2016,Buffalo Trace Distillery,undisclosed,"oak, caramel, spice, vanilla, dried fruit",11
"Elijah Craig 12 year old Barrel Proof (Batch C922), 62.4%",70,62.4,91,2022,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, spice, dark fruit",12
"Redwood Empire Pipe Dream Cask Strength, 58.4%",70,58.4,91,2023,Redwood Empire Distilling,"74% Corn, 20% Rye, 4.5% Malted Barley, 1.5% Wheat","caramel, spice, oak, vanilla, toasted nuts",8
"Maker s Mark 2023 Limited Release Wood Finishing Series, 55.35%",70,55.4,91,2023,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","vanilla, oak, caramel, baking spice, toasted wood",6
"Milam & Greene Small Batch Finished With Charred French Oak Staves (Batch No. 1.2), 54%",70,54,91,2023,Milam & Greene Distillery,undisclosed,"caramel, toasted oak, vanilla, spice, dark fruit",3
"Penelope Toasted Series Toasted Barrel Finished (Batch 23-305), 50%",70,50,91,2023,Penelope Bourbon (sourced from MGP),"75% corn, 21% rye, 4% malted barley","Toasted oak, caramel, vanilla, baking spices",4
"Chicken Cock Small Batch (No. 5), 50%",70,50,91,2023,"Grain & Barrel Spirits (sourced, exact distillery undisclosed)",undisclosed,"caramel, vanilla, oak, spice, toasted grain",4
"Metze s Select, 46.5%",75,46.5,91,2015,MGP Distillery,undisclosed,"caramel, vanilla, spice, oak, fruity",4
"Lucky Seven The Holiday Toast Double Oak Bourbon (Batch 1), 57.5%",75,57.5,91,2021,Undisclosed (sourced Kentucky bourbon),Undisclosed,"Toasted oak, caramel, vanilla, spice, brown sugar",6
"Bib & Tucker 10 year old Small Batch (No. 2), 46%",75,46,91,NA,Tennessee Distilling Group,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",10
"Backbone Bourbon The Forge Blended, 55%",75,55,91,2023,Backbone Bourbon Company (sourced; exact distillery undisclosed),undisclosed,"caramel, oak, vanilla, spice, rich",5
"Backbone Bourbon The Forge Blended (Batch 3), 55%",75,55,91,2022,Backbone Bourbon Company (sourced; exact distillery undisclosed),undisclosed,"caramel, vanilla, oak, spice, toasted nuts",5
"Maker s Mark Wood Finishing Series The Heart Release Virgin Oak Stave Finished (2024 Release), 55.85%",75,55.9,91,2024,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","vanilla, oak, caramel, spice, toasted",6
"Backbone Uncut Decade Down Anniversary, 55%",76,55,91,2022,Backbone Bourbon Company (sourced from MGP),"75% Corn, 21% Rye, 4% Malted Barley","Rich caramel, Baking spices, Vanilla, Oak, Sweet corn",10
"Woodford Reserve Distillery Master's Collection Four Grain, 46.2%",80,46.2,91,2005,Woodford Reserve Distillery,"Corn 51%, Malted Barley, Rye, Wheat (percentages undisclosed)","Rich, Spicy, Complex, Fruity, Balanced",7
"Parker s Heritage Collection Barrel Finished 10 year old, 50%",80,50,91,2020,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, fruity",10
"Parker s Heritage Collection  Blend of Mashbills , 65.8%",80,65.8,91,2023,Heaven Hill Distillery,undisclosed,"rich oak, caramel, spice, vanilla, toasted nuts",8
"William Larue Weller, 70.1%",80,70.1,91,2023,Buffalo Trace Distillery,undisclosed (wheated mash bill),"caramel, vanilla, spice, oak, rich",12
"Widow Jane 10 year old Decadence (Batch 2), 45.5%",80,45.5,91,2022,Widow Jane Distillery,undisclosed,"chocolate, caramel, vanilla, oak, sweet",10
"World Whiskey Society 6 year old Cognac Cask Finished, 56%",80,56,91,NA,Undisclosed,Undisclosed,"Caramel, Oak, Fruit, Spice, Cognac",6
"Uncle Nearest Single Barrel Black Label (Barrel 007), 60.5%",80,60.5,91,2022,Nearest Green Distillery,undisclosed,"caramel, oak, vanilla, spice, brown sugar",11
"Old Dominick 5 year old Bottled in Bond (Fall 2017 Vintage), 50%",80,50,91,2017,Old Dominick Distillery,"52% Corn, 44% Rye, 4% Malted Barley","caramel, oak, peppery spice, vanilla, rye",5
"Wyoming Whiskey 5 year old National Parks No. 3, 52.5%",80,52.5,91,2023,Wyoming Whiskey,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, cinnamon, oak, dried fruit",5
"Leiper's Fork 4 year old Bottled in Bond (Batch 10), 50%",80,50,91,2023,Leiper's Fork Distillery,"70% corn, 15% rye, 15% malted barley","caramel, vanilla, oak, spice, fruity",4
"Barrell Bourbon (Batch 011), 57.4%",85,57.4,91,2016,Barrell Craft Spirits (sourced; exact distillery undisclosed),undisclosed,"caramel, vanilla, spice, oak, fruit",6
"Peg Leg Porker 12 year old Tennessee Straight Bourbon, 46.35%",85,46.4,91,NA,"Undisclosed (sourced from Tennessee, likely George Dickel)",Undisclosed,"Smoky, Caramel, Oak, Vanilla, Spice",12
"Lucky Seven 6 year old The Proprietor Single Barrel, 60.4%",85,60.4,91,NA,Undisclosed (sourced from undisclosed Kentucky distillery),Undisclosed,"Caramel, Vanilla, Oak, Spice, Rich",6
"Ammunition Cask Strength Cabernet Sauvignon Barrel Finished, 55%",85,55,91,2023,Daylight Wine & Spirits,undisclosed,"dark fruit, caramel, baking spice, oak",3.3
"Belfour Spirits Texas Pecan Wood-Finished Bourbon, 46%",89,46,91,2021,Belfour Spirits,undisclosed,"pecan, caramel, vanilla, toasted oak, sweet",2
"Old Forester The President s Choice (Barrel No. 1), 55.5%",90,55.5,91,2018,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, vanilla, rich",10
"Barrell Cask-Strength Bourbon (Batch 018), 55.78%",90,55.8,91,2019,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, oak, vanilla, dried fruits",11
"Barrell Cask-Strength Bourbon (Batch 019), 54.7%",90,54.7,91,2019,"Barrell Craft Spirits (sourced, exact distillery undisclosed)",undisclosed,"caramel, vanilla, baking spice, oak, dried fruit",9.5
".36 Cask Strength Texas Straight (Batch 560), 67.1%",90,67.1,91,NA,Ranger Creek Brewing & Distilling,"70% corn, 16% rye, 14% malted barley","rich oak, caramel, spice, vanilla, dark fruit",3
"Booker s Pinkie s Batch 2022-04, 61.2%",90,61.2,91,2022,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","vanilla, oak, caramel, cinnamon, spice",6.5
"Barrell Bourbon Cask Strength Blend of Straights (Batch 34), 57.31%",90,57.3,91,2023,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, oak, vanilla, dried fruit",5
"Lost Lantern New Riff Kentucky Straight Bourbon Single Cask, 57.2%",90,57.2,91,2023,New Riff Distilling,"65% corn, 30% rye, 5% malted barley","spicy, fruity, vanilla, oak, caramel",5
"Barrell Bourbon Cask Finish Series: Mizunara 6 year old blend of straights (Batch 001), 58.21%",90,58.2,91,2023,"Barrell Craft Spirits (sourced, undisclosed distilleries)",undisclosed,"oak spice, exotic fruit, caramel, vanilla, cinnamon",6
"Bower Hill Special Edition Sherry Cask Finished Straight, 50%",95,50,91,NA,Undisclosed (Produced by Bower Hill Bourbon),Undisclosed,"Sherry, dried fruit, vanilla, oak, spice",5
"The Justice 14 year old Barrel-Proof Straight Bourbon, 47.1%",99,47.1,91,NA,Undisclosed,Undisclosed,"Oak, caramel, vanilla, spice, toasted nuts",14
"Stellum Black Bourbon, 54.61%",99,54.6,91,2021,Stellum Spirits (Barrell Craft Spirits),undisclosed,"vanilla, caramel, cinnamon, spice, oak",5
"Yellowstone Limited Edition (2018 Release), 50.5%",100,50.5,91,2018,Limestone Branch Distillery,undisclosed,"caramel, vanilla, oak, spice, fruit",4
"Blood Oath Pact No. 6 Cognac Barrel-Finished Bourbon, 49.3%",100,49.3,91,2020,Lux Row Distillers,undisclosed,"caramel, oak, spice, dried fruit, vanilla",12
"Lucky Thirteen (2021 Release, Batch 1, Bottle 1), 46.5%",100,46.5,91,2021,Widow Jane Distillery,undisclosed,"caramel, vanilla, oak, spice",13
"Bib & Tucker 12 year old Single Barrel Small Batch (No. 102258), 49.5%",100,49.5,91,2023,Tennessee Distilling Group,undisclosed,"oak, caramel, spice, vanilla, leather",12
"Stellum Equinox Blend No. 1, 58.63%",100,58.6,91,2022,Stellum Spirits (Barrell Craft Spirits),undisclosed,"caramel, spice, oak, dried fruit, vanilla",NA
"World Whiskey Society 10 year old Port Cask Finished, 57%",100,57,91,NA,Undisclosed,Undisclosed,"Rich fruit, Port wine, Oak, Vanilla, Spice",10
"A. Smith Bowman Cask Strength, 72.25%",100,72.2,91,2023,A. Smith Bowman Distillery,undisclosed,"caramel, oak, vanilla, baking spice, cinnamon",10
"Blue Run Reflection II, 50%",100,50,91,2023,Blue Run Spirits (distilled at Castle & Key Distillery),undisclosed,"caramel, oak, vanilla, spice, honey",4
"Elijah Craig Ryder Cup Limited Edition European Toasted Oak Barrel Finished, 47%",100,47,91,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","toasted oak, caramel, cinnamon, vanilla, spice",12
"Hillrock Estate Solera Aged, 46.3%",100,46.3,91,NA,Hillrock Estate Distillery,undisclosed,"caramel, dried fruit, oak, spice",NA
"Remus Repeal Reserve Series VII, 50%",100,50,91,2023,Ross & Squibb Distillery (MGP),undisclosed,"caramel, vanilla, oak, spice, dried fruit",11
"Yellowstone Limited Edition Tokaji Cask Finished (2023 Release), 50.5%",100,50.5,91,2023,Limestone Branch Distillery,undisclosed,"honey, dried fruit, spice, oak, sweet",7
"2XO The Tribute Blend, 52%",100,52,91,2022,Two Times Oak (2XO),undisclosed,"caramel, vanilla, oak, spice, toasted nuts",9
"Old Bones 10 year old Reserve, 55%",110,55,91,NA,Backbone Bourbon Company (sourced from undisclosed distillery),undisclosed,"caramel, oak, vanilla, spice, rich",10
"Michter s 10 year old Single Barrel Straight Bourbon (Barrel #16B233), 47.2%",120,47.2,91,2021,Michter's Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",10
"James E. Pepper Old Pepper 10 year old Straight Bourbon (Barrel No. L18V), 56.9%",120,56.9,91,2018,"James E. Pepper Distillery (sourced whiskey, likely MGP)",undisclosed,"caramel, oak, vanilla, spice, dried fruit",10
"Sam Houston 14 year old Kentucky Straight Bourbon (Batch MKT-1), 49%",120,49,91,2023,Undisclosed (sourced from Barton 1792 Distillery),"74% corn, 18% rye, 8% malted barley","caramel, oak, spice, vanilla, leather",14
"Calumet Farm 14 year old Single Rack Black Kentucky Straight, 48.1%",120,48.1,91,2023,"Western Spirits Beverage Company (sourced, undisclosed Kentucky distillery)","74% corn, 18% rye, 8% malted barley","oak, caramel, spice, vanilla, dark fruit",14
"Lost Lantern Boulder Spirits Colorado Straight Bourbon Single Cask, 71.3%",120,71.3,91,2023,Boulder Spirits,"51% corn, 44% malted barley, 5% rye","Rich, Spicy, Chocolate, Caramel, Fruity",5
"Bardstown Bourbon Co. The Prisoner French Oak Red Wine Barrel Finish (2021 Release), 50%",124,50,91,2021,Bardstown Bourbon Company,undisclosed,"red fruit, oak, vanilla, spice, wine-influenced",9
"Kentucky Owl Confiscated Straight Bourbon, 48.2%",125,48.2,91,2019,Undisclosed (Produced by Kentucky Owl),Undisclosed,"Caramel, Oak, Vanilla, Baking Spice",5
"Widow Jane 13 year old Lucky Thirteen Blend of Straights (Batch 33), 46.5%",125,46.5,91,2022,Widow Jane Distillery,Undisclosed,"Vanilla, Oak, Caramel, Spice, Brown Sugar",13
"Michter s 10 year old Single Barrel Kentucky Straight Bourbon (Barrel No. 19D662), 47.2%",130,47.2,91,2019,Michter's Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",10
"Woodford Reserve Master s Collection Very Fine Rare Kentucky Straight, 45.2%",130,45.2,91,2020,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice, dried fruit",17
"Old Bones 15 year old Reserve Straight (Batch 1), 53.5%",130,53.5,91,2022,Undisclosed,Undisclosed,"Oak, Vanilla, Caramel, Spice, Leather",15
"Bardstown Bourbon Company Discovery Series #6 Blend of Straights, 55.55%",130,55.5,91,2021,Bardstown Bourbon Company,undisclosed,"caramel, oak, spice, vanilla, dried fruit",12
"Woodford Reserve Master s Collection Batch Proof 118.4, 59.2%",130,59.2,91,2021,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","rich caramel, toasted oak, spice, vanilla, dark fruit",5
"Blood Oath Cabernet Franc Merlot Cask Finished (Pact 10), 49.3%",130,49.3,91,2024,Lux Row Distillers,undisclosed,"fruity, wine-influenced, oak, caramel, spice",14
"Doc Holliday 8 year old Cask Strength Single Barrel Edition (Barrel 901), 65.5%",135,65.5,91,NA,Georgia Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, toasted nuts",8
"Orphan Barrel Rhetoric 25 year old, 45.5%",140,45.5,91,2019,Bernheim Distillery,"86% corn, 8% barley, 6% rye","oak, vanilla, caramel, spice, tobacco",25
"15 Stars First West Blend (Batch 001), 53%",140,53,91,2023,Undisclosed (sourced blend),Undisclosed,"Caramel, Oak, Spice, Vanilla, Fruit",10.3
"Old Fitzgerald 10 year old Bottled in Bond (Spring 2024), 50%",140,50,91,2024,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, honey, spice",10
"Joseph Magnus Cigar Blend, 56.5%",149,56.5,91,NA,Joseph Magnus Distillery,undisclosed,"tobacco, spice, caramel, oak, dried fruit",15.5
"Heaven Hill Select Stock Barrel , 64%",150,64,91,NA,Heaven Hill Distillery,undisclosed,"rich, oaky, spicy, vanilla, caramel",7
"Blade and Bow 22 year old, 46%",150,46,91,2015,Stitzel-Weller Distillery,undisclosed,"oak, vanilla, caramel, spice, dried fruit",22
"Blade and Bow 22 year old, 46%",150,46,91,2015,Stitzel-Weller Distillery,undisclosed,"oak, vanilla, caramel, spice, dried fruit",22
"Wild Turkey Master s Keep, 43.4%",150,43.4,91,2015,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, honey",18.5
"Idle Hands 13 year old Straight Bourbon, 48.33%",150,48.3,91,NA,Undisclosed,Undisclosed,"Oak, Caramel, Vanilla, Spice, Rich",13
"Michter s 10 year old Single Barrel , 47.2%",150,47.2,91,2023,Michter's Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",10
"Uncle Nearest Master Blend Edition, 59.2%",150,59.2,91,2023,Nearest Green Distillery,undisclosed,"caramel, oak, spice, vanilla, tobacco",7
"Bluegrass Distillers Elkwood Reserve 9 year old Single Barrel, 54%",150,54,91,2023,Bluegrass Distillers,undisclosed,"caramel, oak, vanilla, spice, toasted nuts",9
"Kentucky Owl Maighstir Edition, 50%",150,50,91,2023,Kentucky Owl,undisclosed,"caramel, vanilla, oak, spice, dried fruit",7.5
"Blue Run 13 year old Kentucky Straight (Fall 2020 Release), 56.5%",170,56.5,91,2020,Undisclosed (sourced),Undisclosed,"Rich oak, caramel, spice, vanilla, dark fruit",13
"Hardin s Creek Kentucky Series Clermont 17 year old, 55%",170,55,91,2023,James B. Beam Distilling Co.,undisclosed,"oak, caramel, vanilla, spice, leather",17
"Hardin s Creek Kentucky Series Frankfort 17 year old, 55%,",170,55,91,2023,Jim Beam Distillery,undisclosed,"oak, vanilla, caramel, spice, dark fruit",17
"Hardin s Creek 17 year old Kentucky Series Boston, 55%",170,55,91,2023,James B. Beam Distilling Co.,undisclosed,"oak, caramel, vanilla, spice, tobacco",17
"Four Gate Split Stave by Kelvin Cask-Finished Bourbon, 57.8%",175,57.8,91,2021,Undisclosed (sourced whiskey finished by Four Gate Whiskey Company),Undisclosed,"Caramel, Toasted oak, Vanilla, Dark fruit, Spice",6
"Four Roses Limited Edition Small Batch (2022 Release), 54.5%",180,54.5,91,2022,Four Roses Distillery,Undisclosed,"Rich fruit, caramel, spice, oak, vanilla",17
"15 Stars 10 year old Sherry Cask Finished, 57.5%",180,57.5,91,2023,Undisclosed,Undisclosed,"Rich fruit, Oak, Spice, Sherry sweetness, Caramel",10
"Old Fitzgerald 17 year old Bottled in Bond (Spring 2022 Edition), 50%",185,50,91,2022,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","Oak, Caramel, Vanilla, Spice, Toffee",17
"Angel s Envy Cask Strength (2018 Release), 62%",200,62,91,2018,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, dried fruit",7
"Distillery 291 Aspen Stave-Finished Barrel-Proof Bourbon (Barrel #383), 64.8%",200,64.8,91,NA,Distillery 291,undisclosed,"oak, spice, caramel, vanilla, robust",2
"Hirsch Selected Whiskeys Cask Strength Cognac Cask Finished (Batch O722), 62.5%",200,62.5,91,2023,Bardstown Bourbon Company,Undisclosed,"Rich fruit, Cognac, Oak spice, Caramel",6.5
"Chicken Cock Red Stave Petite Sirah Barrel Finished, 51.2%",200,51.2,91,2023,Grain & Barrel Spirits,undisclosed,"rich fruit, spice, oak, wine notes",5
"2XO Gem of Kentucky Single Barrel, 54%",200,54,91,2023,Undisclosed,Undisclosed,"Caramel, Oak, Vanilla, Spice",5.5
"Chicken Cock Double Barrel 10 year old, 52%",250,52,91,2023,"Grain & Barrel Spirits (sourced, undisclosed distillery)",undisclosed,"caramel, oak, vanilla, spice, toasted nuts",10
"Garrison Brothers Cowboy 8 year old, 67.4%",250,67.4,91,2022,Garrison Brothers Distillery,undisclosed,"oak, caramel, cinnamon, vanilla, spice",8
"George Dickel Reserve 17 year old Cask Strength Tennessee, 46%",250,46,91,NA,Cascade Hollow Distilling Co. (George Dickel),"84% corn, 8% rye, 8% malted barley","oak, caramel, spice, vanilla, dried fruit",17
